"MoveNumber","Side","Move","FEN","GameNumber"
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",457
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",458
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",459
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",460
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",461
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",462
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",463
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",464
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",465
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",466
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",467
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",468
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",469
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",470
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",471
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",472
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",473
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",474
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",475
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",476
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",477
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",478
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",479
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",480
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",481
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",482
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",483
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",484
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",485
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",486
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",487
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",488
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",489
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",490
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",491
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",492
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",493
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",494
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",495
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",496
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",497
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",498
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",499
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",500
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",501
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",502
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",503
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",504
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",505
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",506
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",507
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",508
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",509
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",510
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",511
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",512
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",513
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",514
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",515
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",516
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",517
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",518
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",519
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",520
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",521
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",522
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",523
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",524
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",525
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",526
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",527
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",528
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",529
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",530
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",531
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",532
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",533
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",534
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",535
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",536
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",537
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",538
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",539
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",540
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",541
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",542
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",543
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",544
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",545
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",546
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",547
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",548
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",549
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",550
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",551
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",552
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",553
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",554
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",555
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",556
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",557
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",558
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",559
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",560
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",561
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",562
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",563
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",564
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",565
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",566
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",567
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",568
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",569
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",570
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",571
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",572
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",573
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",574
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",575
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",576
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",577
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",578
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",579
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",580
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",581
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",582
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",583
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",584
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",585
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",586
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",587
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",588
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",589
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",590
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",591
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",592
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",593
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",594
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",595
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",596
1,"white","g3","rnbqkbnrpppppppp8886P1PPPPPP1PRNBQKBNR",597
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",598
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",599
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",600
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",601
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",602
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",603
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",604
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",605
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",606
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",607
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",608
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",609
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",610
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",611
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",612
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",613
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",614
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",615
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",616
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",617
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",618
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",619
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",620
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",621
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",622
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",623
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",624
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",625
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",626
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",627
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",628
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",629
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",630
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",631
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",632
1,"white","c4","rnbqkbnrpppppppp882P58PP1PPPPPRNBQKBNR",633
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",634
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",635
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",636
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",637
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",638
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",639
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",640
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",641
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",642
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",643
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",644
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",645
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",646
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",647
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",648
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",649
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",650
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",651
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",652
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",653
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",654
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",655
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",656
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",657
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",658
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",659
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",660
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",661
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",662
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",663
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",664
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",665
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",666
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",667
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",668
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",669
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",670
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",671
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",672
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",673
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",674
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",675
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",676
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",677
1,"white","d4","rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR",678
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",679
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",680
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",681
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",682
1,"white","Nf3","rnbqkbnrpppppppp8885N2PPPPPPPPRNBQKB1R",683
1,"white","e4","rnbqkbnrpppppppp884P38PPPP1PPPRNBQKBNR",684
